1.016	19461
2.032	20932
3.048	18283
4.064	18163
5.08	17082
6.096	16214
7.112	15728
8.128	14915
9.144	14367
10.16	13857
11.176	13186
12.192	12784
13.208	12233
14.224	11820
15.24	11488
16.256	11069
17.272	10634
18.288	10264
19.304	9932
20.32	9731
21.336	9352
22.352	9022
23.368	8730
24.384	8506
25.4	8240
26.416	8084
27.432	7763
28.448	7561
29.464	7341
30.48	7159
31.496	6956
32.512	6791
33.528	6586
34.544	6391
35.56	6221
36.576	6093
37.592	5866
38.608	5777
39.624	5641
40.64	5427
41.656	5335
42.672	5255
43.688	5025
44.704	4983
45.72	4864
46.736	4711
47.752	4599
48.768	4513
49.784	4361
50.8	4252
51.816	4161
52.832	4141
53.848	4028
54.864	3995
55.88	3886
56.896	3662
57.912	3673
58.928	3625
59.944	3540
60.96	3498
61.976	3376
62.992	3281
64.008	3288
65.024	3175
66.04	3053
67.056	3091
68.072	2987
69.088	2925
70.104	2829
71.12	2829
72.136	2680
73.152	2735
74.168	2558
75.184	2592
76.2	2530
77.216	2440
78.232	2412
79.248	2369
80.264	2338
81.28	2342
82.296	2233
83.312	2247
84.328	2149
85.344	2110
86.36	2074
87.376	2055
88.392	2027
89.408	1949
90.424	1987
91.44	1894
92.456	1894
93.472	1845
94.488	1852
95.504	1768
96.52	1788
97.536	1697
98.552	1715
99.568	1648
100.584	1612
101.6	1585
102.616	1610
103.632	1606
104.648	1505
105.664	1556
106.68	1489
107.696	1415
108.712	1457
109.728	1346
110.744	1404
111.76	1361
112.776	1349
113.792	1335
114.808	1257
115.824	1248
116.84	1230
117.856	1271
118.872	1243
119.888	1210
120.904	1245
121.92	1192
122.936	1069
123.952	1174
124.968	1064
125.984	1095
127	1075
128.016	1023
129.032	1047
130.048	978
131.064	1000
132.08	1015
133.096	1027
134.112	918
135.128	934
136.144	953
137.16	951
138.176	899
139.192	865
140.208	852
141.224	875
142.24	879
143.256	836
144.272	890
145.288	874
146.304	793
147.32	804
148.336	784
149.352	797
150.368	706
151.384	777
152.4	819
153.416	765
154.432	708
155.448	740
156.464	756
157.48	670
158.496	703
159.512	640
160.528	712
161.544	584
162.56	610
163.576	640
164.592	631
165.608	586
166.624	626
167.64	611
168.656	554
169.672	597
170.688	598
171.704	589
172.72	568
173.736	583
174.752	545
175.768	537
176.784	561
177.8	616
178.816	509
179.832	551
180.848	476
181.864	461
182.88	464
183.896	490
184.912	472
185.928	489
186.944	441
187.96	496
188.976	508
189.992	427
191.008	413
192.024	421
193.04	432
194.056	423
195.072	398
196.088	430
197.104	358
198.12	406
199.136	387
200.152	417
201.168	440
202.184	387
203.2	400
204.216	341
205.232	391
206.248	382
207.264	328
208.28	339
209.296	336
210.312	316
211.328	353
212.344	352
213.36	329
214.376	323
215.392	298
216.408	297
217.424	323
218.44	279
219.456	329
220.472	317
221.488	260
222.504	207
223.52	309
224.536	322
225.552	217
226.568	168
227.584	225
228.6	250
229.616	266
230.632	251
231.648	192
232.664	307
233.68	258
234.696	249
235.712	289
236.728	253
237.744	185
238.76	224
239.776	207
240.792	277
241.808	290
242.824	259
243.84	249
244.856	208
245.872	240
246.888	227
247.904	237
248.92	209
249.936	181
250.952	223
251.968	222
252.984	203
254	267
255.016	217
256.032	174
257.048	180
258.064	155
259.08	184
260.096	175
261.112	218
262.128	197
263.144	220
264.16	200
265.176	169
266.192	146
267.208	147
268.224	121
269.24	175
270.256	120
271.272	200
272.288	136
273.304	151
274.32	230
275.336	161
276.352	156
277.368	140
278.384	180
279.4	173
280.416	142
281.432	201
282.448	133
283.464	107
284.48	144
285.496	128
286.512	121
287.528	184
288.544	175
289.56	160
290.576	93
291.592	161
292.608	186
293.624	95
294.64	110
295.656	112
296.672	162
297.688	126
298.704	146
299.72	89
300.736	129
301.752	128
302.768	186
303.784	190
304.8	110
305.816	144
306.832	91
307.848	102
308.864	74
309.88	165
310.896	107
311.912	38
312.928	78
313.944	129
314.96	144
315.976	99
316.992	68
318.008	78
319.024	86
320.04	115
321.056	147
322.072	94
323.088	142
324.104	125
325.12	79
326.136	63
327.152	66
328.168	85
329.184	125
330.2	91
331.216	102
332.232	92
333.248	186
334.264	57
335.28	79
336.296	20
337.312	129
338.328	89
339.344	116
340.36	49
341.376	130
342.392	81
343.408	86
344.424	34
345.44	122
346.456	16
347.472	30
348.488	85
349.504	92
350.52	30
351.536	101
352.552	94
353.568	18
354.584	75
355.6	85
356.616	90
357.632	90
358.648	69
359.664	55
360.68	40
361.696	92
362.712	57
363.728	66
364.744	111
365.76	70
366.776	91
367.792	114
368.808	54
369.824	49
370.84	108
371.856	77
372.872	43
373.888	139
374.904	102
375.92	-22
376.936	-9
377.952	90
378.968	71
379.984	19
381	55
382.016	82
383.032	61
384.048	53
385.064	1
386.08	41
387.096	53
388.112	9
389.128	-46
390.144	55
391.16	27
392.176	60
393.192	58
394.208	70
395.224	24
396.24	55
397.256	30
398.272	17
399.288	48
400.304	54
401.32	109
402.336	98
403.352	31
404.368	14
405.384	31
406.4	87
407.416	-38
408.432	20
409.448	75
410.464	80
411.48	12
412.496	17
413.512	46
414.528	106
415.544	76
416.56	7
417.576	15
418.592	51
419.608	69
420.624	55
421.64	4
422.656	24
423.672	16
424.688	24
425.704	44
426.72	29
427.736	72
428.752	38
429.768	-29
430.784	7
431.8	23
432.816	88
433.832	114
434.848	-13
435.864	13
436.88	49
437.896	75
438.912	-22
439.928	-1
440.944	38
441.96	64
442.976	52
443.992	-42
445.008	41
446.024	1
447.04	-57
448.056	12
449.072	27
450.088	35
451.104	41
452.12	50
453.136	-15
454.152	3
455.168	83
456.184	54
457.2	-9
458.216	-67
459.232	41
460.248	47
461.264	-9
462.28	10
463.296	-14
464.312	9
465.328	46
466.344	70
467.36	46
468.376	63
469.392	11
470.408	45
471.424	-23
472.44	33
473.456	73
474.472	-60
475.488	-33
476.504	44
477.52	18
478.536	30
479.552	23
480.568	18
481.584	63
482.6	0
483.616	55
484.632	104
485.648	-6
486.664	22
